length,protocol,gap,label
1274,2,4.8160552978515625e-05,0
1274,2,5.1021575927734375e-05,0
1274,2,3.886222839355469e-05,0
1274,2,0.000141143798828125,0
1274,2,3.981590270996094e-05,0
1274,2,4.315376281738281e-05,0
1274,2,4.1961669921875e-05,0
1274,2,4.410743713378906e-05,0
1274,2,5.4836273193359375e-05,0
1274,2,4.315376281738281e-05,0
1274,2,3.886222839355469e-05,0
1274,2,0.0003490447998046875,0
1274,2,0.0001239776611328125,0
1274,2,0.00011610984802246094,0
1274,2,3.790855407714844e-05,0
1274,2,3.790855407714844e-05,0
1274,2,3.910064697265625e-05,0
142,2,7.295608520507812e-05,0
1274,2,0.0021381378173828125,0
1274,2,7.891654968261719e-05,0
1274,2,9.894371032714844e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,3.2901763916015625e-05,0
1274,2,3.409385681152344e-05,0
1274,2,3.1948089599609375e-05,0
1274,2,3.695487976074219e-05,0
506,2,6.008148193359375e-05,0
1274,2,2.288818359375e-05,0
282,2,3.0040740966796875e-05,0
78,2,0.000286102294921875,0
1274,2,0.0010738372802734375,0
1274,2,4.506111145019531e-05,0
1274,2,2.4080276489257812e-05,0
1274,2,4.506111145019531e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,1.7881393432617188e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,3.314018249511719e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,2.8848648071289062e-05,0
1274,2,0.0023720264434814453,0
1274,2,6.413459777832031e-05,0
1274,2,1.9788742065429688e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,2.002716064453125e-05,0
1274,2,0.0010228157043457031,0
1274,2,0.0009450912475585938,0
1274,2,6.389617919921875e-05,0
1274,2,2.3126602172851562e-05,0
1274,2,1.7881393432617188e-05,0
1274,2,0.002295970916748047,0
1274,2,8.606910705566406e-05,0
1274,2,2.5033950805664062e-05,0
1274,2,2.193450927734375e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,2.47955322265625e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,2.193450927734375e-05,0
1274,2,2.193450927734375e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,2.09808349609375e-05,0
1274,2,0.00010585784912109375,0
1274,2,2.3126602172851562e-05,0
142,2,0.0066699981689453125,0
1274,2,0.0006129741668701172,0
1274,2,0.0001049041748046875,0
1274,2,3.695487976074219e-05,0
1274,2,3.218650817871094e-05,0
142,2,0.008070945739746094,0
1274,2,0.0048999786376953125,0
1274,2,0.00011205673217773438,0
1274,2,9.894371032714844e-05,0
1274,2,6.508827209472656e-05,0
1274,2,5.984306335449219e-05,0
1274,2,0.0012259483337402344,0
78,2,0.0001251697540283203,0
142,2,0.0076258182525634766,0
1274,2,0.006959199905395508,0
1274,2,0.00010895729064941406,0
1274,2,4.792213439941406e-05,0
1274,2,4.506111145019531e-05,0
1274,2,0.00011396408081054688,0
1274,2,5.2928924560546875e-05,0
1274,2,3.719329833984375e-05,0
1274,2,3.0994415283203125e-05,0
1274,2,3.2901763916015625e-05,0
1274,2,3.0994415283203125e-05,0
1274,2,8.20159912109375e-05,0
1274,2,3.409385681152344e-05,0
634,2,0.006369829177856445,0
142,2,8.606910705566406e-05,0
1274,2,0.0002510547637939453,0
1274,2,2.8848648071289062e-05,0
1274,2,1.811981201171875e-05,0
1274,2,1.6927719116210938e-05,0
1274,2,4.506111145019531e-05,0
1274,2,1.9073486328125e-05,0
1274,2,1.7881393432617188e-05,0
1274,2,1.5974044799804688e-05,0
654,2,0.0019249916076660156,0
1274,2,0.00028514862060546875,0
1274,2,4.1961669921875e-05,0
1274,2,3.1948089599609375e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,5.698204040527344e-05,0
1274,2,3.409385681152344e-05,0
1274,2,0.0032579898834228516,0
1274,2,0.00011897087097167969,0
1274,2,0.00039196014404296875,0
1274,2,0.00014090538024902344,0
1274,2,0.0003600120544433594,0
1274,2,0.00016307830810546875,0
1274,2,0.0003619194030761719,0
1038,2,0.00020503997802734375,0
1274,2,0.00039505958557128906,0
1274,2,0.0001609325408935547,0
1274,2,0.0008919239044189453,0
1274,2,4.00543212890625e-05,0
1274,2,2.8133392333984375e-05,0
1274,2,2.7894973754882812e-05,0
1274,2,2.5033950805664062e-05,0
1274,2,2.288818359375e-05,0
1274,2,2.7179718017578125e-05,0
1274,2,6.198883056640625e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,2.7894973754882812e-05,0
1274,2,2.3126602172851562e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,0.0006110668182373047,0
1274,2,1.8835067749023438e-05,0
1274,2,2.7179718017578125e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,4.982948303222656e-05,0
1274,2,5.412101745605469e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,2.8848648071289062e-05,0
1274,2,4.8160552978515625e-05,0
1274,2,3.2901763916015625e-05,0
1274,2,2.8133392333984375e-05,0
1274,2,2.7894973754882812e-05,0
1274,2,5.1021575927734375e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,4.482269287109375e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,0.00042319297790527344,0
1274,2,1.8835067749023438e-05,0
1274,2,2.7179718017578125e-05,0
1274,2,3.2901763916015625e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,2.8848648071289062e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,2.8133392333984375e-05,0
1274,2,5.1021575927734375e-05,0
1274,2,4.982948303222656e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,2.4080276489257812e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,4.887580871582031e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,2.8133392333984375e-05,0
1274,2,6.198883056640625e-05,0
1274,2,3.2901763916015625e-05,0
1274,2,4.00543212890625e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,2.7894973754882812e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,2.8848648071289062e-05,0
1274,2,2.8133392333984375e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,4.00543212890625e-05,0
1274,2,0.00022482872009277344,0
1274,2,2.4080276489257812e-05,0
1274,2,2.193450927734375e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,3.504753112792969e-05,0
1274,2,4.506111145019531e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,3.0994415283203125e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,9.989738464355469e-05,0
1274,2,4.100799560546875e-05,0
1274,2,3.0994415283203125e-05,0
1274,2,4.9114227294921875e-05,0
1274,2,2.288818359375e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,2.9802322387695312e-05,0
1274,2,5.221366882324219e-05,0
1274,2,3.0994415283203125e-05,0
1274,2,3.0994415283203125e-05,0
1274,2,0.0004439353942871094,0
1274,2,2.6941299438476562e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.09808349609375e-05,0
1274,2,2.09808349609375e-05,0
1274,2,2.002716064453125e-05,0
1274,2,4.887580871582031e-05,0
1274,2,6.103515625e-05,0
1274,2,2.3126602172851562e-05,0
1274,2,2.47955322265625e-05,0
1274,2,2.3126602172851562e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,4.9114227294921875e-05,0
1274,2,0.007977008819580078,0
1274,2,4.100799560546875e-05,0
1274,2,5.4836273193359375e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,1.3113021850585938e-05,0
1274,2,1.0967254638671875e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,1.1920928955078125e-05,0
1274,2,1.2159347534179688e-05,0
1274,2,1.7881393432617188e-05,0
110,2,0.00039696693420410156,0
526,2,0.0,0
142,2,0.0012509822845458984,0
1274,2,0.004425048828125,0
1274,2,4.696846008300781e-05,0
1274,2,1.71661376953125e-05,0
506,2,1.3828277587890625e-05,0
1274,2,1.4066696166992188e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,3.910064697265625e-05,0
250,2,1.5020370483398438e-05,0
1274,2,0.0023589134216308594,0
1274,2,4.1961669921875e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,4.696846008300781e-05,0
1274,2,1.811981201171875e-05,0
1274,2,1.4066696166992188e-05,0
1274,2,1.3828277587890625e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,3.0994415283203125e-05,0
1274,2,1.7881393432617188e-05,0
1274,2,0.0006060600280761719,0
1274,2,4.887580871582031e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,1.9788742065429688e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.7179718017578125e-05,0
1274,2,2.7894973754882812e-05,0
1274,2,3.0994415283203125e-05,0
570,2,2.193450927734375e-05,0
90,2,3.218650817871094e-05,0
142,2,0.005375862121582031,0
90,2,0.0037980079650878906,0
90,2,0.00010395050048828125,0
142,2,0.008229970932006836,0
122,2,0.0032660961151123047,0
122,2,6.604194641113281e-05,0
122,2,0.00017786026000976562,0
1274,2,0.0008289813995361328,0
1274,2,6.103515625e-05,0
1274,2,9.417533874511719e-05,0
1274,2,3.0994415283203125e-05,0
78,2,9.393692016601562e-05,0
1274,2,0.0012929439544677734,0
1274,2,6.103515625e-05,0
1274,2,6.198883056640625e-05,0
1274,2,1.6927719116210938e-05,0
1274,2,1.9073486328125e-05,0
1274,2,1.9073486328125e-05,0
1274,2,1.7881393432617188e-05,0
1274,2,1.811981201171875e-05,0
1274,2,3.600120544433594e-05,0
1274,2,1.6927719116210938e-05,0
1274,2,3.0040740966796875e-05,0
78,2,0.00032401084899902344,0
1274,2,0.0004088878631591797,0
1274,2,6.198883056640625e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.002716064453125e-05,0
1274,2,0.0018711090087890625,0
1274,2,5.078315734863281e-05,0
1274,2,1.9073486328125e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,6.008148193359375e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,1.4781951904296875e-05,0
1274,2,2.3126602172851562e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,4.100799560546875e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,2.09808349609375e-05,0
1274,2,0.0022590160369873047,0
1274,2,6.29425048828125e-05,0
1274,2,2.4080276489257812e-05,0
1274,2,2.09808349609375e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.193450927734375e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.09808349609375e-05,0
1274,2,0.00011086463928222656,0
1274,2,3.600120544433594e-05,0
1274,2,2.002716064453125e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,1.9788742065429688e-05,0
1274,2,2.1219253540039062e-05,0
1274,2,3.1948089599609375e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,3.600120544433594e-05,0
1274,2,2.9802322387695312e-05,0
1274,2,2.6226043701171875e-05,0
1274,2,0.0021347999572753906,0
1274,2,7.82012939453125e-05,0
1274,2,3.3855438232421875e-05,0
1274,2,3.409385681152344e-05,0
1274,2,3.3855438232421875e-05,0
1274,2,0.00012302398681640625,0
1274,2,2.5033950805664062e-05,0
1274,2,2.5033950805664062e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,2.3126602172851562e-05,0
1274,2,2.193450927734375e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,2.288818359375e-05,0
1274,2,4.506111145019531e-05,0
1274,2,3.910064697265625e-05,0
1274,2,9.489059448242188e-05,0
1274,2,3.910064697265625e-05,0
1274,2,4.1961669921875e-05,0
1274,2,3.504753112792969e-05,0
1274,2,3.981590270996094e-05,0
142,2,6.818771362304688e-05,0
1274,2,0.0002658367156982422,0
1274,2,4.100799560546875e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,4.1961669921875e-05,0
1274,2,0.00038313865661621094,0
1274,2,7.390975952148438e-05,0
1274,2,2.5987625122070312e-05,0
1274,2,4.1961669921875e-05,0
1274,2,0.00013494491577148438,0
1274,2,4.410743713378906e-05,0
1274,2,4.410743713378906e-05,0
1274,2,3.981590270996094e-05,0
1274,2,3.814697265625e-05,0
1274,2,4.1961669921875e-05,0
1274,2,6.103515625e-05,0
1274,2,0.00014090538024902344,0
1274,2,3.504753112792969e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,2.6941299438476562e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,6.413459777832031e-05,0
1274,2,3.790855407714844e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,0.000164031982421875,0
1274,2,3.3855438232421875e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,3.2901763916015625e-05,0
1274,2,2.7894973754882812e-05,0
1274,2,0.004155158996582031,0
1274,2,4.506111145019531e-05,0
1274,2,1.8835067749023438e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,2.4080276489257812e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,5.888938903808594e-05,0
1274,2,1.71661376953125e-05,0
1274,2,1.5974044799804688e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,1.6927719116210938e-05,0
1274,2,2.8133392333984375e-05,0
1274,2,2.09808349609375e-05,0
1274,2,6.079673767089844e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,2.193450927734375e-05,0
1274,2,2.193450927734375e-05,0
1274,2,2.2172927856445312e-05,0
1274,2,0.0002968311309814453,0
1274,2,5.1021575927734375e-05,0
1274,2,1.811981201171875e-05,0
1274,2,1.5020370483398438e-05,0
1274,2,2.9802322387695312e-05,0
1274,2,0.0029191970825195312,0
1274,2,5.5789947509765625e-05,0
1274,2,2.002716064453125e-05,0
1274,2,9.202957153320312e-05,0
1274,2,2.9087066650390625e-05,0
1274,2,2.5033950805664062e-05,0
1274,2,3.0040740966796875e-05,0
1274,2,2.9802322387695312e-05,0
1274,2,3.314018249511719e-05,0
1274,2,8.893013000488281e-05,0
1274,2,2.09808349609375e-05,0
1274,2,5.0067901611328125e-05,0
1274,2,2.002716064453125e-05,0
1274,2,1.8835067749023438e-05,0
1274,2,2.1219253540039062e-05,0
1274,2,0.00031185150146484375,0
1274,2,7.796287536621094e-05,0
1274,2,3.695487976074219e-05,0
1274,2,3.123283386230469e-05,0
1274,2,2.9802322387695312e-05,0
1274,2,0.00013113021850585938,0
1274,2,2.7894973754882812e-05,0
1274,2,3.600120544433594e-05,0
1274,2,3.695487976074219e-05,0
1274,2,3.910064697265625e-05,0
1274,2,3.409385681152344e-05,0
1274,2,7.081031799316406e-05,0
1274,2,4.220008850097656e-05,0
1274,2,1.8835067749023438e-05,0
1274,2,4.100799560546875e-05,0
